"Step","DDPG_TempoRL_Pendulum-v1_19 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_18 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_17 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_16 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_15 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_14 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_13 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_12 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_11 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_10 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MAX"
"15600","-143.26308375384383","-143.26308375384383","-143.26308375384383","-196.05720353559673","-196.05720353559673","-196.05720353559673","-220.90818141658542","-220.90818141658542","-220.90818141658542","-213.44946243500561","-213.44946243500561","-213.44946243500561","-145.74613721163553","-145.74613721163553","-145.74613721163553","-147.10320950197027","-147.10320950197027","-147.10320950197027","-190.84006509933334","-190.84006509933334","-190.84006509933334","-103.37276759167301","-103.37276759167301","-103.37276759167301","-171.1169611353002","-171.1169611353002","-171.1169611353002","-139.25743252768618","-139.25743252768618","-139.25743252768618","-145.52500398228477","-145.52500398228477","-145.52500398228477","-173.00577225344708","-173.00577225344708","-173.00577225344708","-122.70995318220136","-122.70995318220136","-122.70995318220136","-207.30810030484122","-207.30810030484122","-207.30810030484122","-170.01764035532165","-170.01764035532165","-170.01764035532165","-121.37207334138361","-121.37207334138361","-121.37207334138361","-147.12359597696573","-147.12359597696573","-147.12359597696573","-124.22731547672156","-124.22731547672156","-124.22731547672156","-171.1184796180318","-171.1184796180318","-171.1184796180318","-125.56992144691267","-125.56992144691267","-125.56992144691267"
"15900","-142.718629052621","-142.718629052621","-142.718629052621","-196.1487791687183","-196.1487791687183","-196.1487791687183","-220.3317799458859","-220.3317799458859","-220.3317799458859","-213.4827226866061","-213.4827226866061","-213.4827226866061","-146.5911847180633","-146.5911847180633","-146.5911847180633","-146.31069951859942","-146.31069951859942","-146.31069951859942","-189.84556555367567","-189.84556555367567","-189.84556555367567","-99.85149126725817","-99.85149126725817","-99.85149126725817","-171.98263122607094","-171.98263122607094","-171.98263122607094","-142.82742531596978","-142.82742531596978","-142.82742531596978","-146.08761824417093","-146.08761824417093","-146.08761824417093","-172.5035870120979","-172.5035870120979","-172.5035870120979","-122.28261790952338","-122.28261790952338","-122.28261790952338","-207.22956595392574","-207.22956595392574","-207.22956595392574","-170.22574998552994","-170.22574998552994","-170.22574998552994","-121.75706808368696","-121.75706808368696","-121.75706808368696","-147.19463677937225","-147.19463677937225","-147.19463677937225","-125.06428041282781","-125.06428041282781","-125.06428041282781","-170.74409643631574","-170.74409643631574","-170.74409643631574","-128.4116800292898","-128.4116800292898","-128.4116800292898"
"16200","-142.73356058392534","-142.73356058392534","-142.73356058392534","-194.9847593558749","-194.9847593558749","-194.9847593558749","-219.98091654591138","-219.98091654591138","-219.98091654591138","-214.2776931592585","-214.2776931592585","-214.2776931592585","-147.23938718331482","-147.23938718331482","-147.23938718331482","-145.34520190146037","-145.34520190146037","-145.34520190146037","-191.83677609960327","-191.83677609960327","-191.83677609960327","-98.828201250462","-98.828201250462","-98.828201250462","-173.12592236933818","-173.12592236933818","-173.12592236933818","-138.40677137632426","-138.40677137632426","-138.40677137632426","-146.06697426857758","-146.06697426857758","-146.06697426857758","-169.73749038661694","-169.73749038661694","-169.73749038661694","-122.250703660232","-122.250703660232","-122.250703660232","-207.37361908513458","-207.37361908513458","-207.37361908513458","-168.60708418410707","-168.60708418410707","-168.60708418410707","-121.4776612260664","-121.4776612260664","-121.4776612260664","-146.07267138047575","-146.07267138047575","-146.07267138047575","-124.70277846482422","-124.70277846482422","-124.70277846482422","-169.49062793126257","-169.49062793126257","-169.49062793126257","-128.7155151573789","-128.7155151573789","-128.7155151573789"
"16500","-144.23021280749828","-144.23021280749828","-144.23021280749828","-194.96688316775231","-194.96688316775231","-194.96688316775231","-219.93016402314666","-219.93016402314666","-219.93016402314666","-214.9252269307911","-214.9252269307911","-214.9252269307911","-146.7874620813841","-146.7874620813841","-146.7874620813841","-144.77658090748383","-144.77658090748383","-144.77658090748383","-191.28451927273096","-191.28451927273096","-191.28451927273096","-100.00984990953697","-100.00984990953697","-100.00984990953697","-172.33617688816852","-172.33617688816852","-172.33617688816852","-136.0323805754884","-136.0323805754884","-136.0323805754884","-145.99773173043906","-145.99773173043906","-145.99773173043906","-171.697633117644","-171.697633117644","-171.697633117644","-122.58102764039889","-122.58102764039889","-122.58102764039889","-206.32641821485132","-206.32641821485132","-206.32641821485132","-171.16890878730902","-171.16890878730902","-171.16890878730902","-120.9031289925698","-120.9031289925698","-120.9031289925698","-146.1702435090472","-146.1702435090472","-146.1702435090472","-124.7268887647831","-124.7268887647831","-124.7268887647831","-174.56594799296494","-174.56594799296494","-174.56594799296494","-127.23178642978444","-127.23178642978444","-127.23178642978444"
"16800","-143.68501369327703","-143.68501369327703","-143.68501369327703","-195.9591827754105","-195.9591827754105","-195.9591827754105","-220.63082927328725","-220.63082927328725","-220.63082927328725","-214.96230206069112","-214.96230206069112","-214.96230206069112","-147.95808446369182","-147.95808446369182","-147.95808446369182","-145.1627644033851","-145.1627644033851","-145.1627644033851","-191.55852882516646","-191.55852882516646","-191.55852882516646","-102.76929383401334","-102.76929383401334","-102.76929383401334","-171.33675204969","-171.33675204969","-171.33675204969","-135.78170499711527","-135.78170499711527","-135.78170499711527","-146.408842653105","-146.408842653105","-146.408842653105","-171.24347766823334","-171.24347766823334","-171.24347766823334","-122.29557008139781","-122.29557008139781","-122.29557008139781","-210.0187558210671","-210.0187558210671","-210.0187558210671","-169.51603151410464","-169.51603151410464","-169.51603151410464","-121.33021429966752","-121.33021429966752","-121.33021429966752","-147.28610064892558","-147.28610064892558","-147.28610064892558","-125.98752037240365","-125.98752037240365","-125.98752037240365","-170.60541156343112","-170.60541156343112","-170.60541156343112","-128.06418401857246","-128.06418401857246","-128.06418401857246"
"17100","-143.07118962620137","-143.07118962620137","-143.07118962620137","-196.05887148083008","-196.05887148083008","-196.05887148083008","-219.44452626226803","-219.44452626226803","-219.44452626226803","-214.6794014869255","-214.6794014869255","-214.6794014869255","-146.77127986724128","-146.77127986724128","-146.77127986724128","-144.90364707361647","-144.90364707361647","-144.90364707361647","-191.13525800775037","-191.13525800775037","-191.13525800775037","-103.88367438775178","-103.88367438775178","-103.88367438775178","-172.08811701109852","-172.08811701109852","-172.08811701109852","-133.50649456387185","-133.50649456387185","-133.50649456387185","-146.55183629068742","-146.55183629068742","-146.55183629068742","-171.7604686122208","-171.7604686122208","-171.7604686122208","-122.04645547156079","-122.04645547156079","-122.04645547156079","-209.24103765126506","-209.24103765126506","-209.24103765126506","-170.59934043261808","-170.59934043261808","-170.59934043261808","-120.46153493043417","-120.46153493043417","-120.46153493043417","-146.73113997528858","-146.73113997528858","-146.73113997528858","-126.34049792766511","-126.34049792766511","-126.34049792766511","-178.92403289836267","-178.92403289836267","-178.92403289836267","-127.4460182067784","-127.4460182067784","-127.4460182067784"
"17400","-142.89885884745675","-142.89885884745675","-142.89885884745675","-195.92459406049574","-195.92459406049574","-195.92459406049574","-219.91655625223066","-219.91655625223066","-219.91655625223066","-214.2871793449437","-214.2871793449437","-214.2871793449437","-147.58035304569336","-147.58035304569336","-147.58035304569336","-145.26773431259934","-145.26773431259934","-145.26773431259934","-191.50021722834526","-191.50021722834526","-191.50021722834526","-103.18553949044849","-103.18553949044849","-103.18553949044849","-171.85061979116728","-171.85061979116728","-171.85061979116728","-140.09562719841014","-140.09562719841014","-140.09562719841014","-145.9747429509256","-145.9747429509256","-145.9747429509256","-174.94208296645905","-174.94208296645905","-174.94208296645905","-122.3133878673309","-122.3133878673309","-122.3133878673309","-206.6060860657586","-206.6060860657586","-206.6060860657586","-169.86366282928842","-169.86366282928842","-169.86366282928842","-121.47382200207451","-121.47382200207451","-121.47382200207451","-146.74423739304837","-146.74423739304837","-146.74423739304837","-126.54474661212426","-126.54474661212426","-126.54474661212426","-179.54947611526538","-179.54947611526538","-179.54947611526538","-128.07241847678307","-128.07241847678307","-128.07241847678307"
"17700","-143.63982854557858","-143.63982854557858","-143.63982854557858","-194.7919242110347","-194.7919242110347","-194.7919242110347","-218.94279406206482","-218.94279406206482","-218.94279406206482","-214.85437921158254","-214.85437921158254","-214.85437921158254","-147.5047229112812","-147.5047229112812","-147.5047229112812","-144.4445014550348","-144.4445014550348","-144.4445014550348","-192.47305363163682","-192.47305363163682","-192.47305363163682","-107.31715754462168","-107.31715754462168","-107.31715754462168","-172.03965037259272","-172.03965037259272","-172.03965037259272","-128.37065992162658","-128.37065992162658","-128.37065992162658","-146.5997596155591","-146.5997596155591","-146.5997596155591","-175.89663045285744","-175.89663045285744","-175.89663045285744","-122.38434621158251","-122.38434621158251","-122.38434621158251","-205.27942735219904","-205.27942735219904","-205.27942735219904","-172.10597074995906","-172.10597074995906","-172.10597074995906","-120.97297856460739","-120.97297856460739","-120.97297856460739","-147.7712209366769","-147.7712209366769","-147.7712209366769","-126.57826656114955","-126.57826656114955","-126.57826656114955","-174.9410824475498","-174.9410824475498","-174.9410824475498","-128.84357238652888","-128.84357238652888","-128.84357238652888"
"18000","-142.76831117351225","-142.76831117351225","-142.76831117351225","-194.1400164809417","-194.1400164809417","-194.1400164809417","-219.56173346844554","-219.56173346844554","-219.56173346844554","-215.50950249702382","-215.50950249702382","-215.50950249702382","-147.61237831730537","-147.61237831730537","-147.61237831730537","-144.5514107705077","-144.5514107705077","-144.5514107705077","-192.04394310846982","-192.04394310846982","-192.04394310846982","-105.88307816634028","-105.88307816634028","-105.88307816634028","-172.49344724544204","-172.49344724544204","-172.49344724544204","-138.3771705543662","-138.3771705543662","-138.3771705543662","-146.45294363922076","-146.45294363922076","-146.45294363922076","-176.51508755073888","-176.51508755073888","-176.51508755073888","-122.03692593027968","-122.03692593027968","-122.03692593027968","-210.35612368995982","-210.35612368995982","-210.35612368995982","-173.24341700147326","-173.24341700147326","-173.24341700147326","-120.6043377137185","-120.6043377137185","-120.6043377137185","-147.23165467200496","-147.23165467200496","-147.23165467200496","-126.96565579414289","-126.96565579414289","-126.96565579414289","-180.88151222593336","-180.88151222593336","-180.88151222593336","-126.3614961835658","-126.3614961835658","-126.3614961835658"
"18300","-168.4126077898167","-168.4126077898167","-168.4126077898167","-191.95500313118865","-191.95500313118865","-191.95500313118865","-219.25398114095256","-219.25398114095256","-219.25398114095256","-215.19302784843086","-215.19302784843086","-215.19302784843086","-148.54941458422076","-148.54941458422076","-148.54941458422076","-144.4500854428349","-144.4500854428349","-144.4500854428349","-193.38730802564626","-193.38730802564626","-193.38730802564626","-108.78773725558919","-108.78773725558919","-108.78773725558919","-172.6167847826511","-172.6167847826511","-172.6167847826511","-133.32403440274345","-133.32403440274345","-133.32403440274345","-145.59285303518197","-145.59285303518197","-145.59285303518197","-175.33460507143786","-175.33460507143786","-175.33460507143786","-122.27599206752443","-122.27599206752443","-122.27599206752443","-207.34277648845622","-207.34277648845622","-207.34277648845622","-174.90127869144578","-174.90127869144578","-174.90127869144578","-121.12140953993551","-121.12140953993551","-121.12140953993551","-147.4014629206876","-147.4014629206876","-147.4014629206876","-127.38621477053641","-127.38621477053641","-127.38621477053641","-174.6769074807285","-174.6769074807285","-174.6769074807285","-126.35048575400893","-126.35048575400893","-126.35048575400893"
"18600","-143.19967443042214","-143.19967443042214","-143.19967443042214","-190.39002875077253","-190.39002875077253","-190.39002875077253","-219.0761683274854","-219.0761683274854","-219.0761683274854","-214.87897088788682","-214.87897088788682","-214.87897088788682","-147.93415115943793","-147.93415115943793","-147.93415115943793","-144.9127676616402","-144.9127676616402","-144.9127676616402","-193.48752434034287","-193.48752434034287","-193.48752434034287","-108.54465811544985","-108.54465811544985","-108.54465811544985","-172.71856042628085","-172.71856042628085","-172.71856042628085","-131.8933513296899","-131.8933513296899","-131.8933513296899","-145.6493422415758","-145.6493422415758","-145.6493422415758","-177.64600429096032","-177.64600429096032","-177.64600429096032","-122.16308480048649","-122.16308480048649","-122.16308480048649","-207.99662027699142","-207.99662027699142","-207.99662027699142","-174.0890531022192","-174.0890531022192","-174.0890531022192","-121.04740281348259","-121.04740281348259","-121.04740281348259","-147.8415051639397","-147.8415051639397","-147.8415051639397","-127.34724568228872","-127.34724568228872","-127.34724568228872","-172.20349422819652","-172.20349422819652","-172.20349422819652","-127.58925864316564","-127.58925864316564","-127.58925864316564"
"18900","-143.87355638628583","-143.87355638628583","-143.87355638628583","-190.12761366343042","-190.12761366343042","-190.12761366343042","-219.4053746923577","-219.4053746923577","-219.4053746923577","-214.55484352617992","-214.55484352617992","-214.55484352617992","-147.9457893296325","-147.9457893296325","-147.9457893296325","-145.14160064518143","-145.14160064518143","-145.14160064518143","-197.13318290627592","-197.13318290627592","-197.13318290627592","-107.07366084121307","-107.07366084121307","-107.07366084121307","-172.82586371659687","-172.82586371659687","-172.82586371659687","-130.72918462357669","-130.72918462357669","-130.72918462357669","-145.21615089956893","-145.21615089956893","-145.21615089956893","-178.07098027800657","-178.07098027800657","-178.07098027800657","-122.17886800493257","-122.17886800493257","-122.17886800493257","-209.5525828351901","-209.5525828351901","-209.5525828351901","-173.92945499090553","-173.92945499090553","-173.92945499090553","-121.17194134946541","-121.17194134946541","-121.17194134946541","-147.73670220005982","-147.73670220005982","-147.73670220005982","-127.95401594445279","-127.95401594445279","-127.95401594445279","-169.53597700423921","-169.53597700423921","-169.53597700423921","-127.60223696155609","-127.60223696155609","-127.60223696155609"
"19200","-142.8876758992964","-142.8876758992964","-142.8876758992964","-192.28315118966242","-192.28315118966242","-192.28315118966242","-217.87864751466455","-217.87864751466455","-217.87864751466455","-214.5949754151301","-214.5949754151301","-214.5949754151301","-147.32081389323895","-147.32081389323895","-147.32081389323895","-146.02887593948176","-146.02887593948176","-146.02887593948176","-198.94507507159943","-198.94507507159943","-198.94507507159943","-105.92492089892323","-105.92492089892323","-105.92492089892323","-173.8127370129228","-173.8127370129228","-173.8127370129228","-136.61021692229707","-136.61021692229707","-136.61021692229707","-145.76954536137973","-145.76954536137973","-145.76954536137973","-176.87717989295487","-176.87717989295487","-176.87717989295487","-121.86130678513555","-121.86130678513555","-121.86130678513555","-207.4048335387988","-207.4048335387988","-207.4048335387988","-173.61395592490058","-173.61395592490058","-173.61395592490058","-120.80677240536511","-120.80677240536511","-120.80677240536511","-147.45729397651195","-147.45729397651195","-147.45729397651195","-127.58535922944922","-127.58535922944922","-127.58535922944922","-170.32539142372812","-170.32539142372812","-170.32539142372812","-122.42451991519988","-122.42451991519988","-122.42451991519988"
"19500","-144.21083083945587","-144.21083083945587","-144.21083083945587","-214.97771924830255","-214.97771924830255","-214.97771924830255","-218.57396951579867","-218.57396951579867","-218.57396951579867","-214.97494739578892","-214.97494739578892","-214.97494739578892","-147.84308528780875","-147.84308528780875","-147.84308528780875","-146.7051460807646","-146.7051460807646","-146.7051460807646","-201.1833487512336","-201.1833487512336","-201.1833487512336","-106.46068176216495","-106.46068176216495","-106.46068176216495","-172.8778922040664","-172.8778922040664","-172.8778922040664","-132.18366287545217","-132.18366287545217","-132.18366287545217","-145.51174948921525","-145.51174948921525","-145.51174948921525","-175.24385255711013","-175.24385255711013","-175.24385255711013","-121.9454463563156","-121.9454463563156","-121.9454463563156","-207.2078060620996","-207.2078060620996","-207.2078060620996","-174.3152531293477","-174.3152531293477","-174.3152531293477","-121.09020586241925","-121.09020586241925","-121.09020586241925","-146.9966858399536","-146.9966858399536","-146.9966858399536","-127.5197377107233","-127.5197377107233","-127.5197377107233","-170.73990385276602","-170.73990385276602","-170.73990385276602","-123.90680675943307","-123.90680675943307","-123.90680675943307"
"19800","-143.02755812387474","-143.02755812387474","-143.02755812387474","-191.06222657954052","-191.06222657954052","-191.06222657954052","-218.26548698614147","-218.26548698614147","-218.26548698614147","-214.73448026747684","-214.73448026747684","-214.73448026747684","-147.78371178963803","-147.78371178963803","-147.78371178963803","-146.6711135446329","-146.6711135446329","-146.6711135446329","-198.8274285192587","-198.8274285192587","-198.8274285192587","-107.11665618902694","-107.11665618902694","-107.11665618902694","-173.46764117068287","-173.46764117068287","-173.46764117068287","-137.21882479376134","-137.21882479376134","-137.21882479376134","-145.55207156609717","-145.55207156609717","-145.55207156609717","-175.63920992977916","-175.63920992977916","-175.63920992977916","-122.59661997507371","-122.59661997507371","-122.59661997507371","-206.61079293759266","-206.61079293759266","-206.61079293759266","-171.86248471812726","-171.86248471812726","-171.86248471812726","-120.98986823850893","-120.98986823850893","-120.98986823850893","-147.61355882006745","-147.61355882006745","-147.61355882006745","-128.10332680607047","-128.10332680607047","-128.10332680607047","-169.6384299842095","-169.6384299842095","-169.6384299842095","-123.64521133949002","-123.64521133949002","-123.64521133949002"
"20100","-143.15523659353624","-143.15523659353624","-143.15523659353624","-214.35808095522754","-214.35808095522754","-214.35808095522754","-219.50257592376153","-219.50257592376153","-219.50257592376153","-214.51614314424342","-214.51614314424342","-214.51614314424342","-147.62160136909475","-147.62160136909475","-147.62160136909475","-146.21835274497403","-146.21835274497403","-146.21835274497403","-200.56503202657612","-200.56503202657612","-200.56503202657612","-107.23701295888263","-107.23701295888263","-107.23701295888263","-172.87558161486487","-172.87558161486487","-172.87558161486487","-133.01050625080222","-133.01050625080222","-133.01050625080222","-145.77022184299776","-145.77022184299776","-145.77022184299776","-176.008580624296","-176.008580624296","-176.008580624296","-122.70654517358055","-122.70654517358055","-122.70654517358055","-204.58221639815082","-204.58221639815082","-204.58221639815082","-173.17793618426012","-173.17793618426012","-173.17793618426012","-121.08947312463101","-121.08947312463101","-121.08947312463101","-147.86677313258923","-147.86677313258923","-147.86677313258923","-127.88846710873615","-127.88846710873615","-127.88846710873615","-171.16378790881487","-171.16378790881487","-171.16378790881487","-123.86771023303152","-123.86771023303152","-123.86771023303152"
"20400","-143.30016986978418","-143.30016986978418","-143.30016986978418","-190.55069212037844","-190.55069212037844","-190.55069212037844","-219.0017444377385","-219.0017444377385","-219.0017444377385","-214.48391964716103","-214.48391964716103","-214.48391964716103","-148.64332512442445","-148.64332512442445","-148.64332512442445","-145.9504321853233","-145.9504321853233","-145.9504321853233","-196.89960477207626","-196.89960477207626","-196.89960477207626","-104.93667737591652","-104.93667737591652","-104.93667737591652","-173.61431832069215","-173.61431832069215","-173.61431832069215","-133.1857656524415","-133.1857656524415","-133.1857656524415","-145.90853456285163","-145.90853456285163","-145.90853456285163","-174.77805028508948","-174.77805028508948","-174.77805028508948","-122.62406590231811","-122.62406590231811","-122.62406590231811","-232.69255421966977","-232.69255421966977","-232.69255421966977","-172.64360305249016","-172.64360305249016","-172.64360305249016","-120.94736164685477","-120.94736164685477","-120.94736164685477","-147.94767647164045","-147.94767647164045","-147.94767647164045","-128.03967287050702","-128.03967287050702","-128.03967287050702","-169.45072764200435","-169.45072764200435","-169.45072764200435","-123.66846319150349","-123.66846319150349","-123.66846319150349"
"20700","-143.978935659161","-143.978935659161","-143.978935659161","-191.88391002527743","-191.88391002527743","-191.88391002527743","-219.014849505723","-219.014849505723","-219.014849505723","-214.21960844066734","-214.21960844066734","-214.21960844066734","-149.02647744103453","-149.02647744103453","-149.02647744103453","-146.62000870525225","-146.62000870525225","-146.62000870525225","-199.83376133756437","-199.83376133756437","-199.83376133756437","-104.16362549019561","-104.16362549019561","-104.16362549019561","-173.22656552063046","-173.22656552063046","-173.22656552063046","-133.17678375882628","-133.17678375882628","-133.17678375882628","-146.16095719866038","-146.16095719866038","-146.16095719866038","-174.03741805307314","-174.03741805307314","-174.03741805307314","-122.6213318219199","-122.6213318219199","-122.6213318219199","-205.0783950491729","-205.0783950491729","-205.0783950491729","-172.77727570223635","-172.77727570223635","-172.77727570223635","-120.85554344418699","-120.85554344418699","-120.85554344418699","-148.09825884230295","-148.09825884230295","-148.09825884230295","-128.0483656962374","-128.0483656962374","-128.0483656962374","-169.47327527167766","-169.47327527167766","-169.47327527167766","-123.45952305486458","-123.45952305486458","-123.45952305486458"
"21000","-143.06904013053878","-143.06904013053878","-143.06904013053878","-190.10446252823763","-190.10446252823763","-190.10446252823763","-218.06034673594496","-218.06034673594496","-218.06034673594496","-216.3968798622629","-216.3968798622629","-216.3968798622629","-149.149569651398","-149.149569651398","-149.149569651398","-146.48300285005914","-146.48300285005914","-146.48300285005914","-200.5845406542534","-200.5845406542534","-200.5845406542534","-102.8807257029744","-102.8807257029744","-102.8807257029744","-174.02311894687486","-174.02311894687486","-174.02311894687486","-138.4610950759061","-138.4610950759061","-138.4610950759061","-146.4871316267586","-146.4871316267586","-146.4871316267586","-174.07261301729747","-174.07261301729747","-174.07261301729747","-122.85782246899956","-122.85782246899956","-122.85782246899956","-207.73028474446028","-207.73028474446028","-207.73028474446028","-172.8695960873935","-172.8695960873935","-172.8695960873935","-120.51572368592076","-120.51572368592076","-120.51572368592076","-148.7063520299877","-148.7063520299877","-148.7063520299877","-127.91521885980872","-127.91521885980872","-127.91521885980872","-170.89745247893157","-170.89745247893157","-170.89745247893157","-123.32179903649526","-123.32179903649526","-123.32179903649526"
"21300","-143.90549822992233","-143.90549822992233","-143.90549822992233","-192.9515624411383","-192.9515624411383","-192.9515624411383","-218.49138239704652","-218.49138239704652","-218.49138239704652","-214.45747447753547","-214.45747447753547","-214.45747447753547","-150.3026737689773","-150.3026737689773","-150.3026737689773","-146.7230556019295","-146.7230556019295","-146.7230556019295","-198.21584136691536","-198.21584136691536","-198.21584136691536","-103.32881907655982","-103.32881907655982","-103.32881907655982","-174.05076903967225","-174.05076903967225","-174.05076903967225","-137.45301764271542","-137.45301764271542","-137.45301764271542","-147.0405035985463","-147.0405035985463","-147.0405035985463","-174.163074327328","-174.163074327328","-174.163074327328","-123.86149245052941","-123.86149245052941","-123.86149245052941","-256.4687668952211","-256.4687668952211","-256.4687668952211","-172.01264021121165","-172.01264021121165","-172.01264021121165","-120.84180345591624","-120.84180345591624","-120.84180345591624","-147.88529202104272","-147.88529202104272","-147.88529202104272","-127.9818852327702","-127.9818852327702","-127.9818852327702","-170.2131635136875","-170.2131635136875","-170.2131635136875","-123.68345775452983","-123.68345775452983","-123.68345775452983"
"21600","-143.6713023966242","-143.6713023966242","-143.6713023966242","-189.6754708669711","-189.6754708669711","-189.6754708669711","-218.6958831227724","-218.6958831227724","-218.6958831227724","-215.858519154299","-215.858519154299","-215.858519154299","-149.7858618891512","-149.7858618891512","-149.7858618891512","-145.85343500710025","-145.85343500710025","-145.85343500710025","-193.3020608199235","-193.3020608199235","-193.3020608199235","-102.78116272839247","-102.78116272839247","-102.78116272839247","-173.6019988140984","-173.6019988140984","-173.6019988140984","-130.16526965530647","-130.16526965530647","-130.16526965530647","-146.24665343095387","-146.24665343095387","-146.24665343095387","-173.43487172084235","-173.43487172084235","-173.43487172084235","-123.19979519160918","-123.19979519160918","-123.19979519160918","-203.4972915913851","-203.4972915913851","-203.4972915913851","-172.06549410686597","-172.06549410686597","-172.06549410686597","-120.92398658096617","-120.92398658096617","-120.92398658096617","-148.12672819082732","-148.12672819082732","-148.12672819082732","-127.67590314816266","-127.67590314816266","-127.67590314816266","-169.61192766530777","-169.61192766530777","-169.61192766530777","-124.06440961243675","-124.06440961243675","-124.06440961243675"
