"Step","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TAAC_Pendulum-v1_0 - eval/avg_reward__MAX"
"15900","-145.66842129253752","-145.66842129253752","-145.66842129253752","-188.17500438973076","-188.17500438973076","-188.17500438973076","-228.56010598978506","-228.56010598978506","-228.56010598978506","-211.6775358028517","-211.6775358028517","-211.6775358028517","-145.43193367515613","-145.43193367515613","-145.43193367515613","-143.73727283067382","-143.73727283067382","-143.73727283067382","-190.76070958246913","-190.76070958246913","-190.76070958246913","-97.49247875550978","-97.49247875550978","-97.49247875550978","-172.50928478602253","-172.50928478602253","-172.50928478602253","-133.02827038212067","-133.02827038212067","-133.02827038212067","-143.75068516854117","-143.75068516854117","-143.75068516854117","-169.78712291277105","-169.78712291277105","-169.78712291277105","-122.95617550868262","-122.95617550868262","-122.95617550868262","-207.1726634883576","-207.1726634883576","-207.1726634883576","-169.02350422452128","-169.02350422452128","-169.02350422452128","-121.49718491845965","-121.49718491845965","-121.49718491845965","-143.15091901507571","-143.15091901507571","-143.15091901507571","-119.63099974869442","-119.63099974869442","-119.63099974869442","-168.17732897340446","-168.17732897340446","-168.17732897340446","-123.24004740228209","-123.24004740228209","-123.24004740228209"
"16200","-145.55274742269765","-145.55274742269765","-145.55274742269765","-188.91362884675885","-188.91362884675885","-188.91362884675885","-224.30395190281766","-224.30395190281766","-224.30395190281766","-212.00075709122765","-212.00075709122765","-212.00075709122765","-146.49076100567714","-146.49076100567714","-146.49076100567714","-142.87812766639468","-142.87812766639468","-142.87812766639468","-190.59933763715176","-190.59933763715176","-190.59933763715176","-96.88949719304462","-96.88949719304462","-96.88949719304462","-172.64570574553343","-172.64570574553343","-172.64570574553343","-134.2885111311","-134.2885111311","-134.2885111311","-144.2929549981265","-144.2929549981265","-144.2929549981265","-169.82801622383082","-169.82801622383082","-169.82801622383082","-122.84020155875237","-122.84020155875237","-122.84020155875237","-207.84844216161756","-207.84844216161756","-207.84844216161756","-168.60416676438328","-168.60416676438328","-168.60416676438328","-121.79243432809744","-121.79243432809744","-121.79243432809744","-143.66023373916568","-143.66023373916568","-143.66023373916568","-119.5283912022087","-119.5283912022087","-119.5283912022087","-168.0375457870644","-168.0375457870644","-168.0375457870644","-123.12434293312899","-123.12434293312899","-123.12434293312899"
"16500","-145.1346564523391","-145.1346564523391","-145.1346564523391","-188.43047170064474","-188.43047170064474","-188.43047170064474","-224.30707403734627","-224.30707403734627","-224.30707403734627","-211.38920054702612","-211.38920054702612","-211.38920054702612","-145.25302144133255","-145.25302144133255","-145.25302144133255","-143.30689728242382","-143.30689728242382","-143.30689728242382","-190.94161411150722","-190.94161411150722","-190.94161411150722","-97.32215293061637","-97.32215293061637","-97.32215293061637","-172.54130215255054","-172.54130215255054","-172.54130215255054","-134.79352494809422","-134.79352494809422","-134.79352494809422","-143.59401584602256","-143.59401584602256","-143.59401584602256","-169.82361728663574","-169.82361728663574","-169.82361728663574","-123.3196855039594","-123.3196855039594","-123.3196855039594","-208.60977043561098","-208.60977043561098","-208.60977043561098","-168.9922278180416","-168.9922278180416","-168.9922278180416","-121.85622968802463","-121.85622968802463","-121.85622968802463","-142.1988552110011","-142.1988552110011","-142.1988552110011","-119.43673606542875","-119.43673606542875","-119.43673606542875","-168.79741982986118","-168.79741982986118","-168.79741982986118","-123.56955981041565","-123.56955981041565","-123.56955981041565"
"16800","-144.5439751899077","-144.5439751899077","-144.5439751899077","-188.3059311836055","-188.3059311836055","-188.3059311836055","-224.7611064048565","-224.7611064048565","-224.7611064048565","-211.1367533506123","-211.1367533506123","-211.1367533506123","-145.18688992840333","-145.18688992840333","-145.18688992840333","-143.43973249466484","-143.43973249466484","-143.43973249466484","-190.91252865476605","-190.91252865476605","-190.91252865476605","-97.0373342741762","-97.0373342741762","-97.0373342741762","-172.34080690722402","-172.34080690722402","-172.34080690722402","-131.94739600899004","-131.94739600899004","-131.94739600899004","-144.0932415388983","-144.0932415388983","-144.0932415388983","-169.8617396420748","-169.8617396420748","-169.8617396420748","-122.78983207286065","-122.78983207286065","-122.78983207286065","-207.73179888853474","-207.73179888853474","-207.73179888853474","-168.93644101767913","-168.93644101767913","-168.93644101767913","-121.70885225689715","-121.70885225689715","-121.70885225689715","-142.37132922245183","-142.37132922245183","-142.37132922245183","-119.48239693583882","-119.48239693583882","-119.48239693583882","-168.3209976959297","-168.3209976959297","-168.3209976959297","-123.77026708155734","-123.77026708155734","-123.77026708155734"
"17100","-145.56799993828727","-145.56799993828727","-145.56799993828727","-188.29222280242666","-188.29222280242666","-188.29222280242666","-223.50090037498165","-223.50090037498165","-223.50090037498165","-211.73251333612717","-211.73251333612717","-211.73251333612717","-145.10634626935715","-145.10634626935715","-145.10634626935715","-143.0921389065161","-143.0921389065161","-143.0921389065161","-190.60702645814786","-190.60702645814786","-190.60702645814786","-96.77107314276579","-96.77107314276579","-96.77107314276579","-172.49976942043733","-172.49976942043733","-172.49976942043733","-134.31998208570775","-134.31998208570775","-134.31998208570775","-143.84171266416544","-143.84171266416544","-143.84171266416544","-169.92809441179338","-169.92809441179338","-169.92809441179338","-123.34664235794341","-123.34664235794341","-123.34664235794341","-207.45690382611332","-207.45690382611332","-207.45690382611332","-170.24051210945473","-170.24051210945473","-170.24051210945473","-121.7950101767988","-121.7950101767988","-121.7950101767988","-143.0165552322561","-143.0165552322561","-143.0165552322561","-119.30464312286418","-119.30464312286418","-119.30464312286418","-169.03322637463896","-169.03322637463896","-169.03322637463896","-123.76204650187276","-123.76204650187276","-123.76204650187276"
"17400","-145.7018302980369","-145.7018302980369","-145.7018302980369","-188.67582890438342","-188.67582890438342","-188.67582890438342","-224.31528349798705","-224.31528349798705","-224.31528349798705","-210.9816018290591","-210.9816018290591","-210.9816018290591","-145.272190710311","-145.272190710311","-145.272190710311","-143.28452702961462","-143.28452702961462","-143.28452702961462","-190.74060845652448","-190.74060845652448","-190.74060845652448","-96.70660475698438","-96.70660475698438","-96.70660475698438","-172.90971404066948","-172.90971404066948","-172.90971404066948","-130.74951262432361","-130.74951262432361","-130.74951262432361","-143.94980165197433","-143.94980165197433","-143.94980165197433","-169.24207684001294","-169.24207684001294","-169.24207684001294","-123.53920223224324","-123.53920223224324","-123.53920223224324","-206.6383838977397","-206.6383838977397","-206.6383838977397","-171.14452792996536","-171.14452792996536","-171.14452792996536","-124.04820260441029","-124.04820260441029","-124.04820260441029","-146.07037493564752","-146.07037493564752","-146.07037493564752","-119.48161390010387","-119.48161390010387","-119.48161390010387","-169.34358286811238","-169.34358286811238","-169.34358286811238","-123.89816575717884","-123.89816575717884","-123.89816575717884"
"17700","-144.63215035582158","-144.63215035582158","-144.63215035582158","-189.1633576228026","-189.1633576228026","-189.1633576228026","-223.43609939853891","-223.43609939853891","-223.43609939853891","-209.81936034973918","-209.81936034973918","-209.81936034973918","-145.2586909154458","-145.2586909154458","-145.2586909154458","-143.93573465905757","-143.93573465905757","-143.93573465905757","-190.88337747792627","-190.88337747792627","-190.88337747792627","-96.60140548055395","-96.60140548055395","-96.60140548055395","-172.88999562297943","-172.88999562297943","-172.88999562297943","-130.6407578752242","-130.6407578752242","-130.6407578752242","-143.81817358306333","-143.81817358306333","-143.81817358306333","-169.98199721421315","-169.98199721421315","-169.98199721421315","-123.20817858549705","-123.20817858549705","-123.20817858549705","-204.9445739075828","-204.9445739075828","-204.9445739075828","-172.1841205869041","-172.1841205869041","-172.1841205869041","-123.98362059666701","-123.98362059666701","-123.98362059666701","-142.8137495899998","-142.8137495899998","-142.8137495899998","-119.4028755463191","-119.4028755463191","-119.4028755463191","-169.58501294709555","-169.58501294709555","-169.58501294709555","-123.92486224996999","-123.92486224996999","-123.92486224996999"
"18000","-144.14278022885642","-144.14278022885642","-144.14278022885642","-189.23134471339728","-189.23134471339728","-189.23134471339728","-224.22727903526425","-224.22727903526425","-224.22727903526425","-210.22370716923305","-210.22370716923305","-210.22370716923305","-144.48528687792438","-144.48528687792438","-144.48528687792438","-143.59002531998027","-143.59002531998027","-143.59002531998027","-191.58308578953557","-191.58308578953557","-191.58308578953557","-96.87111715849285","-96.87111715849285","-96.87111715849285","-172.5831241157926","-172.5831241157926","-172.5831241157926","-131.91496290081574","-131.91496290081574","-131.91496290081574","-144.4060564725146","-144.4060564725146","-144.4060564725146","-170.36176250937388","-170.36176250937388","-170.36176250937388","-123.6475331810313","-123.6475331810313","-123.6475331810313","-205.75450995196996","-205.75450995196996","-205.75450995196996","-172.56950709129745","-172.56950709129745","-172.56950709129745","-122.18491017377391","-122.18491017377391","-122.18491017377391","-142.54933897202562","-142.54933897202562","-142.54933897202562","-119.61424588097967","-119.61424588097967","-119.61424588097967","-169.47496280250138","-169.47496280250138","-169.47496280250138","-123.83497730483063","-123.83497730483063","-123.83497730483063"
"18300","-143.93659635318176","-143.93659635318176","-143.93659635318176","-188.82506688515844","-188.82506688515844","-188.82506688515844","-224.20155660952645","-224.20155660952645","-224.20155660952645","-210.15919811697358","-210.15919811697358","-210.15919811697358","-144.75143589159458","-144.75143589159458","-144.75143589159458","-143.60417169355767","-143.60417169355767","-143.60417169355767","-191.03759431075804","-191.03759431075804","-191.03759431075804","-97.03948636889838","-97.03948636889838","-97.03948636889838","-172.66072777901235","-172.66072777901235","-172.66072777901235","-130.38235178742016","-130.38235178742016","-130.38235178742016","-144.15761055978675","-144.15761055978675","-144.15761055978675","-170.08101862258474","-170.08101862258474","-170.08101862258474","-124.02805185741563","-124.02805185741563","-124.02805185741563","-205.21483887875024","-205.21483887875024","-205.21483887875024","-172.66935976451845","-172.66935976451845","-172.66935976451845","-122.01385747553816","-122.01385747553816","-122.01385747553816","-147.6463858600693","-147.6463858600693","-147.6463858600693","-119.52646132449578","-119.52646132449578","-119.52646132449578","-169.55052253706378","-169.55052253706378","-169.55052253706378","-123.88985158050323","-123.88985158050323","-123.88985158050323"
"18600","-143.59016001070162","-143.59016001070162","-143.59016001070162","-213.27317865122777","-213.27317865122777","-213.27317865122777","-225.23596364292408","-225.23596364292408","-225.23596364292408","-210.30664343897143","-210.30664343897143","-210.30664343897143","-146.07233278623352","-146.07233278623352","-146.07233278623352","-143.32000355866683","-143.32000355866683","-143.32000355866683","-190.9379430700018","-190.9379430700018","-190.9379430700018","-97.12811886204709","-97.12811886204709","-97.12811886204709","-171.87722910771794","-171.87722910771794","-171.87722910771794","-131.63419903431236","-131.63419903431236","-131.63419903431236","-144.18017117200066","-144.18017117200066","-144.18017117200066","-170.2341199074271","-170.2341199074271","-170.2341199074271","-123.70496557447885","-123.70496557447885","-123.70496557447885","-206.06439989250558","-206.06439989250558","-206.06439989250558","-171.97314143122495","-171.97314143122495","-171.97314143122495","-123.2935323365788","-123.2935323365788","-123.2935323365788","-148.48195243288777","-148.48195243288777","-148.48195243288777","-119.60529785798845","-119.60529785798845","-119.60529785798845","-169.1705535165482","-169.1705535165482","-169.1705535165482","-124.32697880470553","-124.32697880470553","-124.32697880470553"
"18900","-144.05059020890874","-144.05059020890874","-144.05059020890874","-188.45490715745441","-188.45490715745441","-188.45490715745441","-223.84213498976024","-223.84213498976024","-223.84213498976024","-210.65975135318567","-210.65975135318567","-210.65975135318567","-145.6946946099285","-145.6946946099285","-145.6946946099285","-143.22474875430063","-143.22474875430063","-143.22474875430063","-191.26478118741042","-191.26478118741042","-191.26478118741042","-96.37678381380184","-96.37678381380184","-96.37678381380184","-172.68640818181714","-172.68640818181714","-172.68640818181714","-130.7794934792753","-130.7794934792753","-130.7794934792753","-143.83849087177728","-143.83849087177728","-143.83849087177728","-170.17112701569843","-170.17112701569843","-170.17112701569843","-123.98380762473064","-123.98380762473064","-123.98380762473064","-205.44721892213607","-205.44721892213607","-205.44721892213607","-172.06776818119653","-172.06776818119653","-172.06776818119653","-122.03896104470664","-122.03896104470664","-122.03896104470664","-147.8345569406418","-147.8345569406418","-147.8345569406418","-119.69530699895286","-119.69530699895286","-119.69530699895286","-169.6725236581596","-169.6725236581596","-169.6725236581596","-124.38096419656475","-124.38096419656475","-124.38096419656475"
"19200","-143.73769499864966","-143.73769499864966","-143.73769499864966","-189.25241612942528","-189.25241612942528","-189.25241612942528","-223.96799014886165","-223.96799014886165","-223.96799014886165","-210.3646450122733","-210.3646450122733","-210.3646450122733","-145.76653387990228","-145.76653387990228","-145.76653387990228","-143.1109469119873","-143.1109469119873","-143.1109469119873","-191.72840708942925","-191.72840708942925","-191.72840708942925","-96.16906475121343","-96.16906475121343","-96.16906475121343","-172.39921599233043","-172.39921599233043","-172.39921599233043","-130.3354592181376","-130.3354592181376","-130.3354592181376","-144.51747964553647","-144.51747964553647","-144.51747964553647","-170.43631085221472","-170.43631085221472","-170.43631085221472","-123.49363703470803","-123.49363703470803","-123.49363703470803","-205.47573127072502","-205.47573127072502","-205.47573127072502","-171.3931579667016","-171.3931579667016","-171.3931579667016","-125.3427072258814","-125.3427072258814","-125.3427072258814","-148.84603341958365","-148.84603341958365","-148.84603341958365","-119.54728828537024","-119.54728828537024","-119.54728828537024","-169.90166827400748","-169.90166827400748","-169.90166827400748","-123.78633325197661","-123.78633325197661","-123.78633325197661"
"19500","-144.06940491297965","-144.06940491297965","-144.06940491297965","-189.22090022783112","-189.22090022783112","-189.22090022783112","-223.98501162818087","-223.98501162818087","-223.98501162818087","-210.30298914284558","-210.30298914284558","-210.30298914284558","-144.56819216865267","-144.56819216865267","-144.56819216865267","-143.47890396394783","-143.47890396394783","-143.47890396394783","-190.85309075048488","-190.85309075048488","-190.85309075048488","-97.31395189283612","-97.31395189283612","-97.31395189283612","-172.623336791348","-172.623336791348","-172.623336791348","-130.94452304910357","-130.94452304910357","-130.94452304910357","-144.33993298154107","-144.33993298154107","-144.33993298154107","-170.21265757874738","-170.21265757874738","-170.21265757874738","-123.55017451538447","-123.55017451538447","-123.55017451538447","-205.60775580971455","-205.60775580971455","-205.60775580971455","-172.68280704364278","-172.68280704364278","-172.68280704364278","-121.44024419080829","-121.44024419080829","-121.44024419080829","-148.40961392646423","-148.40961392646423","-148.40961392646423","-119.62146562504354","-119.62146562504354","-119.62146562504354","-170.52299674263705","-170.52299674263705","-170.52299674263705","-123.94744755756274","-123.94744755756274","-123.94744755756274"
"19800","-143.74792599063227","-143.74792599063227","-143.74792599063227","-237.96566718127983","-237.96566718127983","-237.96566718127983","-223.89449287406643","-223.89449287406643","-223.89449287406643","-210.15423939421126","-210.15423939421126","-210.15423939421126","-144.43909968622876","-144.43909968622876","-144.43909968622876","-142.89387920717553","-142.89387920717553","-142.89387920717553","-190.60154032006315","-190.60154032006315","-190.60154032006315","-96.14972582780227","-96.14972582780227","-96.14972582780227","-173.03228527592697","-173.03228527592697","-173.03228527592697","-130.3824103360926","-130.3824103360926","-130.3824103360926","-144.01070039946177","-144.01070039946177","-144.01070039946177","-170.25448434277044","-170.25448434277044","-170.25448434277044","-124.45992047656709","-124.45992047656709","-124.45992047656709","-205.73634537596126","-205.73634537596126","-205.73634537596126","-171.57737327589845","-171.57737327589845","-171.57737327589845","-125.19318998118361","-125.19318998118361","-125.19318998118361","-407.16366797709577","-407.16366797709577","-407.16366797709577","-119.80682812275404","-119.80682812275404","-119.80682812275404","-170.14354713691512","-170.14354713691512","-170.14354713691512","-123.69256572477745","-123.69256572477745","-123.69256572477745"
"20100","-143.3967792765966","-143.3967792765966","-143.3967792765966","-190.1097671566738","-190.1097671566738","-190.1097671566738","-225.38318461960017","-225.38318461960017","-225.38318461960017","-211.3668915978708","-211.3668915978708","-211.3668915978708","-144.31529725558053","-144.31529725558053","-144.31529725558053","-142.94027278556862","-142.94027278556862","-142.94027278556862","-190.80760731682875","-190.80760731682875","-190.80760731682875","-96.81661942547433","-96.81661942547433","-96.81661942547433","-172.76360500232138","-172.76360500232138","-172.76360500232138","-130.63388849001777","-130.63388849001777","-130.63388849001777","-144.14243389863992","-144.14243389863992","-144.14243389863992","-170.62502318547837","-170.62502318547837","-170.62502318547837","-123.82461152603915","-123.82461152603915","-123.82461152603915","-206.26494669974574","-206.26494669974574","-206.26494669974574","-171.24933410853882","-171.24933410853882","-171.24933410853882","-124.5973013843251","-124.5973013843251","-124.5973013843251","-145.1878734038402","-145.1878734038402","-145.1878734038402","-119.69573388277277","-119.69573388277277","-119.69573388277277","-169.78887709552703","-169.78887709552703","-169.78887709552703","-123.74351559267143","-123.74351559267143","-123.74351559267143"
"20400","-143.36140628393596","-143.36140628393596","-143.36140628393596","-190.84409557618832","-190.84409557618832","-190.84409557618832","-224.9104031854359","-224.9104031854359","-224.9104031854359","-212.2023349510915","-212.2023349510915","-212.2023349510915","-144.47661923225766","-144.47661923225766","-144.47661923225766","-142.12512393594182","-142.12512393594182","-142.12512393594182","-190.91251271626774","-190.91251271626774","-190.91251271626774","-97.23412037285009","-97.23412037285009","-97.23412037285009","-172.44420063147066","-172.44420063147066","-172.44420063147066","-130.71008354046677","-130.71008354046677","-130.71008354046677","-144.3371104813124","-144.3371104813124","-144.3371104813124","-170.74076172195453","-170.74076172195453","-170.74076172195453","-124.39722983878089","-124.39722983878089","-124.39722983878089","-205.81209923667362","-205.81209923667362","-205.81209923667362","-171.88837259002185","-171.88837259002185","-171.88837259002185","-124.4798845014921","-124.4798845014921","-124.4798845014921","-149.42102291380112","-149.42102291380112","-149.42102291380112","-119.63718533475635","-119.63718533475635","-119.63718533475635","-170.28152832740895","-170.28152832740895","-170.28152832740895","-124.37540839718326","-124.37540839718326","-124.37540839718326"
"20700","-142.93376684798744","-142.93376684798744","-142.93376684798744","-190.95289229764663","-190.95289229764663","-190.95289229764663","-224.27724542900074","-224.27724542900074","-224.27724542900074","-210.97135231839485","-210.97135231839485","-210.97135231839485","-144.82865540335484","-144.82865540335484","-144.82865540335484","-142.50072949677266","-142.50072949677266","-142.50072949677266","-191.16797478124994","-191.16797478124994","-191.16797478124994","-96.40313548765313","-96.40313548765313","-96.40313548765313","-172.2488957200488","-172.2488957200488","-172.2488957200488","-131.52246947026615","-131.52246947026615","-131.52246947026615","-144.37021810302934","-144.37021810302934","-144.37021810302934","-170.8054779824925","-170.8054779824925","-170.8054779824925","-124.00957009233905","-124.00957009233905","-124.00957009233905","-206.13388364564463","-206.13388364564463","-206.13388364564463","-171.82989018217236","-171.82989018217236","-171.82989018217236","-121.96358208735403","-121.96358208735403","-121.96358208735403","-144.36968038735625","-144.36968038735625","-144.36968038735625","-119.76783806736441","-119.76783806736441","-119.76783806736441","-170.05354272986557","-170.05354272986557","-170.05354272986557","-124.39478360525236","-124.39478360525236","-124.39478360525236"
"21000","-143.14298859962125","-143.14298859962125","-143.14298859962125","-190.53200417974708","-190.53200417974708","-190.53200417974708","-223.4071495216237","-223.4071495216237","-223.4071495216237","-211.9524608333477","-211.9524608333477","-211.9524608333477","-144.44804078002025","-144.44804078002025","-144.44804078002025","-143.00555226707198","-143.00555226707198","-143.00555226707198","-190.85706591887885","-190.85706591887885","-190.85706591887885","-96.7494093643373","-96.7494093643373","-96.7494093643373","-172.17033457623802","-172.17033457623802","-172.17033457623802","-131.5876046442343","-131.5876046442343","-131.5876046442343","-144.19620641045935","-144.19620641045935","-144.19620641045935","-170.92745421626887","-170.92745421626887","-170.92745421626887","-123.4888533674683","-123.4888533674683","-123.4888533674683","-206.5144803555974","-206.5144803555974","-206.5144803555974","-172.09309446262515","-172.09309446262515","-172.09309446262515","-122.74162857394174","-122.74162857394174","-122.74162857394174","-149.71436803258092","-149.71436803258092","-149.71436803258092","-119.78490708601274","-119.78490708601274","-119.78490708601274","-169.1166356135888","-169.1166356135888","-169.1166356135888","-124.36888153149395","-124.36888153149395","-124.36888153149395"
"21300","-142.72707134164597","-142.72707134164597","-142.72707134164597","-190.28303680909664","-190.28303680909664","-190.28303680909664","-225.07167733203156","-225.07167733203156","-225.07167733203156","-211.07252299217248","-211.07252299217248","-211.07252299217248","-143.9381850326353","-143.9381850326353","-143.9381850326353","-142.5086208152952","-142.5086208152952","-142.5086208152952","-191.00354582672566","-191.00354582672566","-191.00354582672566","-96.66453185571132","-96.66453185571132","-96.66453185571132","-173.14506189372065","-173.14506189372065","-173.14506189372065","-131.73322836602338","-131.73322836602338","-131.73322836602338","-144.56897226618304","-144.56897226618304","-144.56897226618304","-170.14379750460432","-170.14379750460432","-170.14379750460432","-123.83725932065246","-123.83725932065246","-123.83725932065246","-207.7850346744894","-207.7850346744894","-207.7850346744894","-172.44896073685268","-172.44896073685268","-172.44896073685268","-124.48589810388796","-124.48589810388796","-124.48589810388796","-146.70984917713892","-146.70984917713892","-146.70984917713892","-119.57414733635656","-119.57414733635656","-119.57414733635656","-169.05493465145364","-169.05493465145364","-169.05493465145364","-124.99152886121885","-124.99152886121885","-124.99152886121885"
"21600","-144.17976790003542","-144.17976790003542","-144.17976790003542","-189.28692325421773","-189.28692325421773","-189.28692325421773","-223.79554466561967","-223.79554466561967","-223.79554466561967","-209.09957894097698","-209.09957894097698","-209.09957894097698","-143.1896083076222","-143.1896083076222","-143.1896083076222","-142.60984732654555","-142.60984732654555","-142.60984732654555","-190.79100712330734","-190.79100712330734","-190.79100712330734","-96.00188534036815","-96.00188534036815","-96.00188534036815","-170.05676761404362","-170.05676761404362","-170.05676761404362","-130.92813939063228","-130.92813939063228","-130.92813939063228","-144.01274058534085","-144.01274058534085","-144.01274058534085","-170.2816987399737","-170.2816987399737","-170.2816987399737","-124.30037358610143","-124.30037358610143","-124.30037358610143","-208.9755711461447","-208.9755711461447","-208.9755711461447","-172.7964986745548","-172.7964986745548","-172.7964986745548","-122.88664121570056","-122.88664121570056","-122.88664121570056","-148.2961398667731","-148.2961398667731","-148.2961398667731","-119.82222854796774","-119.82222854796774","-119.82222854796774","-169.69227462464318","-169.69227462464318","-169.69227462464318","-124.4226449953392","-124.4226449953392","-124.4226449953392"
"21900","-143.94113185128862","-143.94113185128862","-143.94113185128862","-190.056008175219","-190.056008175219","-190.056008175219","-225.31690831974834","-225.31690831974834","-225.31690831974834","-209.63163344025597","-209.63163344025597","-209.63163344025597","-144.57666833543956","-144.57666833543956","-144.57666833543956","-142.5045421794135","-142.5045421794135","-142.5045421794135","-190.7846340918828","-190.7846340918828","-190.7846340918828","-97.14033122382014","-97.14033122382014","-97.14033122382014","-173.07580048174287","-173.07580048174287","-173.07580048174287","-130.87219714468043","-130.87219714468043","-130.87219714468043","-144.2368748020904","-144.2368748020904","-144.2368748020904","-170.25033912997546","-170.25033912997546","-170.25033912997546","-124.19542894684284","-124.19542894684284","-124.19542894684284","-208.55268858943583","-208.55268858943583","-208.55268858943583","-173.11636714997542","-173.11636714997542","-173.11636714997542","-122.41372925141756","-122.41372925141756","-122.41372925141756","-149.12165389676082","-149.12165389676082","-149.12165389676082","-119.82158423502138","-119.82158423502138","-119.82158423502138","-169.76223268792222","-169.76223268792222","-169.76223268792222","-123.24585808375623","-123.24585808375623","-123.24585808375623"
